,id,block_id,trial_id,stimulus,response,reaction_time,timestamp,participant_id,d1,ado_type,corr_esp_trial
19147,19148,1,157,"[43, 32, 53, 56, 41, 25, 19, 11]",>,721.0,2025-01-19 01:22:42.096335,676045,9,10,
19148,19149,1,158,"[75, 60, 54, 77, 63, 94, 43, 54]",>,730.0,2025-01-19 01:22:50.588695,676045,1,10,
19149,19150,1,159,"[26, 21, 53, 12, 33, 37, 1, 17]",<,603.0,2025-01-19 01:22:58.682863,676045,9,10,
19150,19151,1,160,"[69, 81, 74, 72, 28, 65, 65, 66]",>,54453.0,2025-01-19 01:24:00.000998,676045,5,10,
19151,19152,1,161,"[60, 42, 33, 21, 57, 40, 70, 53]",<,558.0,2025-01-19 01:26:54.103432,676045,6,10,
19152,19153,1,162,"[38, 34, 69, 50, 80, 42, 49, 62]",>,581.0,2025-01-19 01:27:24.718800,676045,1,10,
19153,19154,1,163,"[31, 4, 35, 9, 25, 9, 38, 49]",<,556.0,2025-01-19 01:27:31.983310,676045,9,10,
19154,19155,1,164,"[62, 53, 76, 56, 78, 36, 79, 80]",>,497.0,2025-01-19 01:27:39.153275,676045,4,10,
19155,19156,1,165,"[41, 36, 76, 53, 51, 31, 39, 25]",<,821.0,2025-01-19 01:27:46.731420,676045,9,10,
19156,19157,1,166,"[64, 41, 81, 65, 65, 49, 92, 63]",>,43722.0,2025-01-19 01:28:37.274894,676045,5,10,
19157,19158,1,167,"[61, 56, 15, 49, 62, 55, 45, 33]",<,723.0,2025-01-19 01:28:48.680881,676045,6,10,
19158,19159,1,168,"[58, 70, 50, 67, 30, 28, 56, 65]",>,513.0,2025-01-19 01:28:55.858233,676045,1,10,
19159,19160,1,169,"[17, 22, 54, 21, 16, 34, 1, 35]",<,502.0,2025-01-19 01:29:03.737279,676045,9,10,
19160,19161,1,170,"[71, 86, 80, 45, 49, 46, 73, 70]",>,666.0,2025-01-19 01:29:10.908461,676045,4,10,
19161,19162,1,171,"[41, 46, 36, 37, 54, 18, 74, 46]",<,623.0,2025-01-19 01:29:18.168590,676045,9,10,
19162,19163,1,172,"[54, 87, 51, 75, 64, 48, 55, 86]",>,738.0,2025-01-19 01:29:25.671342,676045,4,10,
19163,19164,1,173,"[65, 42, 32, 44, 64, 53, 22, 30]",<,644.0,2025-01-19 01:29:32.818204,676045,6,10,
19164,19165,1,174,"[62, 51, 50, 39, 68, 27, 49, 78]",>,484.0,2025-01-19 01:29:39.792870,676045,9,10,
19165,19166,1,175,"[54, 76, 45, 66, 83, 83, 43, 70]",>,1062.0,2025-01-19 01:29:47.370148,676045,1,10,
19166,19167,1,176,"[29, 40, 1, 49, 30, 14, 11, 26]",<,426.0,2025-01-19 01:29:54.429850,676045,5,10,
19167,19168,1,177,"[51, 56, 17, 49, 30, 53, 52, 68]",<,494.0,2025-01-19 01:30:01.947369,676045,9,10,
19168,19169,1,178,"[55, 47, 69, 59, 45, 86, 86, 73]",>,3090.0,2025-01-19 01:30:11.742548,676045,4,10,
19169,19170,1,179,"[37, 40, 67, 56, 50, 42, 12, 48]",<,12689.0,2025-01-19 01:30:31.417216,676045,9,10,
19170,19171,1,180,"[42, 58, 53, 86, 75, 69, 53, 84]",>,476.0,2025-01-19 01:30:49.933137,676045,6,10,
19171,19172,1,181,"[30, 65, 74, 71, 45, 37, 53, 49]",>,636.0,2025-01-19 01:31:15.944625,676045,1,10,
19172,19173,1,182,"[33, 1, 38, 22, 38, 40, 28, 0]",<,466.0,2025-01-19 01:31:22.901151,676045,5,10,
19173,19174,1,183,"[75, 33, 29, 65, 44, 46, 47, 37]",<,527.0,2025-01-19 01:31:30.076867,676045,9,10,
19174,19175,1,184,"[44, 81, 58, 60, 68, 81, 83, 45]",>,574.0,2025-01-19 01:31:37.033553,676045,4,10,
19175,19176,1,185,"[23, 52, 52, 47, 56, 61, 16, 45]",>,34329.0,2025-01-19 01:32:18.044755,676045,1,10,
19176,19177,1,186,"[49, 2, 29, 34, 21, 40, 8, 17]",<,502.0,2025-01-19 01:32:36.843726,676045,1,10,
19177,19178,1,187,"[35, 5, 54, 28, 22, 33, 11, 12]",<,3436.0,2025-01-19 01:32:47.392480,676045,9,10,
19178,19179,1,188,"[62, 73, 70, 69, 29, 59, 79, 79]",>,409.0,2025-01-19 01:32:54.335478,676045,6,10,
19179,19180,1,189,"[41, 39, 36, 62, 71, 79, 46, 50]",>,450.0,2025-01-19 01:33:04.485952,676045,9,10,
19180,19181,1,190,"[40, 56, 49, 72, 77, 64, 88, 74]",>,455.0,2025-01-19 01:33:11.546268,676045,1,10,
19181,19182,1,191,"[12, 9, 43, 5, 44, 18, 29, 40]",<,502.0,2025-01-19 01:33:18.616326,676045,5,10,
19182,19183,1,192,"[49, 56, 23, 56, 21, 62, 49, 60]",>,1276.0,2025-01-19 01:33:26.503670,676045,1,10,
19183,19184,1,193,"[6, 5, 28, 28, 48, 41, 33, 11]",<,614.0,2025-01-19 01:33:33.672039,676045,9,10,
19184,19185,1,194,"[57, 78, 72, 39, 67, 47, 86, 74]",>,461.0,2025-01-19 01:33:40.741157,676045,6,10,
19185,19186,1,195,"[59, 54, 45, 84, 43, 35, 65, 39]",<,456.0,2025-01-19 01:33:49.031760,676045,9,10,
19186,19187,1,196,"[95, 60, 61, 77, 42, 68, 65, 52]",>,328.0,2025-01-19 01:33:55.894949,676045,9,10,
19187,19188,1,197,"[38, 83, 77, 67, 79, 71, 55, 50]",>,481.0,2025-01-19 01:34:02.962051,676045,1,10,
19188,19189,1,198,"[12, 23, 11, 9, 54, 18, 39, 34]",<,392.0,2025-01-19 01:34:10.226695,676045,8,10,
19189,19190,1,199,"[58, 61, 60, 81, 71, 50, 26, 65]",>,429.0,2025-01-19 01:34:17.189207,676045,8,10,
19190,19191,1,200,"[37, 42, 82, 53, 80, 61, 56, 61]",>,404.0,2025-01-19 01:34:24.155846,676045,1,10,
19191,19192,1,201,"[23, 37, 12, 32, 1, 25, 45, 25]",<,467.0,2025-01-19 01:34:39.619785,676045,5,10,
19192,19193,1,202,"[19, 74, 48, 41, 39, 56, 42, 57]",<,583.0,2025-01-19 01:34:46.795733,676045,8,10,
19193,19194,1,203,"[72, 43, 89, 70, 47, 52, 50, 49]",<,708.0,2025-01-19 01:34:53.754632,676045,1,10,
19194,19195,1,204,"[42, 18, 15, 1, 39, 16, 35, 34]",<,457.0,2025-01-19 01:35:00.822236,676045,6,10,
19195,19196,1,205,"[44, 63, 55, 50, 42, 88, 40, 42]",>,494.0,2025-01-19 01:35:07.679156,676045,5,10,
19196,19197,1,206,"[31, 47, 34, 41, 80, 35, 52, 56]",>,508.0,2025-01-19 01:35:14.747532,676045,1,10,
19197,19198,1,207,"[29, 42, 38, 15, 1, 34, 14, 27]",<,417.0,2025-01-19 01:35:21.701397,676045,4,10,
19198,19199,1,208,"[44, 20, 51, 65, 62, 50, 31, 29]",>,526.0,2025-01-19 01:35:28.774481,676045,1,10,
19199,19200,1,209,"[22, 2, 40, 43, 44, 18, 8, 23]",<,485.0,2025-01-19 01:35:35.438122,676045,1,10,
19200,19201,1,210,"[50, 26, 28, 22, 5, 8, 17, 44]",<,433.0,2025-01-19 01:35:42.186770,676045,6,10,
19201,19202,1,211,"[36, 46, 33, 70, 76, 42, 58, 63]",>,419.0,2025-01-19 01:35:48.941409,676045,3,10,
19202,19203,1,212,"[60, 33, 49, 41, 12, 54, 28, 51]",<,431.0,2025-01-19 01:35:56.013707,676045,9,10,
19203,19204,1,213,"[35, 57, 71, 68, 69, 88, 54, 78]",>,513.0,2025-01-19 01:36:03.591281,676045,1,10,
19204,19205,1,214,"[12, 38, 17, 1, 26, 30, 30, 46]",<,467.0,2025-01-19 01:36:10.759154,676045,5,10,
19205,19206,1,215,"[15, 66, 63, 45, 43, 38, 53, 53]",<,1010.0,2025-01-19 01:36:18.330993,676045,9,10,
19206,19207,1,216,"[59, 77, 50, 45, 67, 71, 57, 94]",>,446.0,2025-01-19 01:36:25.296708,676045,6,10,
19207,19208,1,217,"[22, 61, 46, 57, 58, 76, 61, 43]",>,644.0,2025-01-19 01:36:32.461280,676045,3,10,
19208,19209,1,218,"[76, 33, 47, 36, 45, 36, 30, 25]",<,379.0,2025-01-19 01:36:39.331651,676045,9,10,
19209,19210,1,219,"[84, 72, 57, 50, 58, 89, 43, 67]",>,465.0,2025-01-19 01:36:46.291477,676045,1,10,
19210,19211,1,220,"[21, 35, 28, 22, 31, 28, 1, 34]",<,536.0,2025-01-19 01:36:53.663375,676045,5,10,
19211,19212,1,221,"[68, 14, 58, 47, 42, 42, 52, 53]",>,1088.0,2025-01-19 01:37:04.212597,676045,3,10,
19212,19213,1,222,"[72, 38, 30, 32, 60, 26, 32, 38]",<,425.0,2025-01-19 01:37:11.270415,676045,9,10,
19213,19214,1,223,"[66, 63, 76, 46, 87, 41, 80, 61]",>,548.0,2025-01-19 01:37:19.467663,676045,3,10,
19214,19215,1,224,"[37, 67, 57, 29, 38, 49, 17, 34]",<,530.0,2025-01-19 01:37:27.050426,676045,6,10,
19215,19216,1,225,"[45, 55, 68, 54, 67, 63, 54, 18]",>,641.0,2025-01-19 01:37:34.313318,676045,3,10,
19216,19217,1,226,"[58, 29, 50, 51, 44, 7, 42, 47]",<,475.0,2025-01-19 01:37:41.383064,676045,9,10,
19217,19218,1,227,"[52, 87, 78, 68, 79, 59, 58, 39]",<,4923.0,2025-01-19 01:37:54.085394,676045,4,10,
19218,19219,1,228,"[41, 69, 42, 50, 12, 40, 53, 45]",<,560.0,2025-01-19 01:38:02.285812,676045,7,10,
19219,19220,1,229,"[80, 56, 40, 33, 74, 53, 62, 50]",>,410.0,2025-01-19 01:38:09.237446,676045,5,10,
19220,19221,1,230,"[42, 43, 20, 57, 33, 48, 66, 67]",>,423.0,2025-01-19 01:38:16.200491,676045,4,10,
19221,19222,1,231,"[59, 62, 25, 45, 33, 24, 63, 41]",<,509.0,2025-01-19 01:38:23.272724,676045,1,10,
19222,19223,1,232,"[48, 24, 31, 12, 43, 30, 8, 4]",<,453.0,2025-01-19 01:38:30.216546,676045,3,10,
19223,19224,1,233,"[42, 39, 50, 28, 50, 9, 62, 48]",<,540.0,2025-01-19 01:38:37.401575,676045,10,10,
19224,19225,1,234,"[49, 80, 63, 61, 94, 77, 89, 87]",>,337.0,2025-01-19 01:38:44.152060,676045,6,10,
19225,19226,1,235,"[34, 58, 65, 36, 78, 65, 49, 39]",>,1130.0,2025-01-19 01:38:51.829552,676045,4,10,
19226,19227,1,236,"[57, 39, 36, 72, 31, 28, 56, 33]",<,482.0,2025-01-19 01:39:04.262409,676045,5,10,
19227,19228,1,237,"[58, 14, 53, 53, 45, 35, 64, 54]",>,891.0,2025-01-19 01:39:11.802956,676045,4,10,
19228,19229,1,238,"[61, 45, 36, 27, 30, 32, 49, 72]",<,524.0,2025-01-19 01:39:18.870139,676045,3,10,
19229,19230,1,239,"[28, 36, 27, 53, 74, 40, 43, 27]",<,419.0,2025-01-19 01:39:25.829681,676045,7,10,
19230,19231,1,240,"[51, 65, 29, 68, 74, 72, 45, 44]",>,528.0,2025-01-19 01:39:32.896106,676045,10,10,
19231,19232,1,241,"[83, 81, 55, 84, 70, 49, 80, 98]",>,561.0,2025-01-19 01:39:44.361917,676045,4,10,
19232,19233,1,242,"[72, 64, 39, 30, 30, 32, 36, 49]",<,801.0,2025-01-19 01:39:52.252525,676045,5,10,
19233,19234,1,243,"[68, 45, 43, 26, 56, 45, 67, 26]",>,998.0,2025-01-19 01:39:59.827432,676045,4,10,
19234,19235,1,244,"[62, 36, 51, 57, 43, 58, 18, 27]",<,442.0,2025-01-19 01:40:06.899803,676045,6,10,
19235,19236,1,245,"[58, 34, 41, 44, 66, 36, 74, 71]",>,424.0,2025-01-19 01:40:13.859762,676045,1,10,
19236,19237,1,246,"[36, 10, 35, 40, 35, 1, 26, 17]",<,407.0,2025-01-19 01:40:20.930061,676045,4,10,
19237,19238,1,247,"[59, 48, 50, 57, 23, 26, 27, 62]",<,526.0,2025-01-19 01:40:27.985699,676045,5,10,
19238,19239,1,248,"[27, 59, 45, 71, 43, 28, 40, 63]",<,853.0,2025-01-19 01:40:35.360766,676045,10,10,
19239,19240,1,249,"[75, 70, 95, 90, 50, 85, 56, 79]",>,737.0,2025-01-19 01:40:43.150476,676045,7,10,
19240,19241,1,250,"[71, 24, 61, 68, 41, 56, 63, 64]",>,620.0,2025-01-19 01:40:50.419308,676045,3,10,
19241,19242,1,251,"[38, 51, 61, 59, 18, 47, 33, 21]",<,434.0,2025-01-19 01:40:57.586250,676045,7,10,
19242,19243,1,2,"[54, 30, 33, 60, 23, 51, 67, 34]",>,36721.0,2025-01-19 01:47:39.813154,87670,5,10,
19243,19244,1,3,"[60, 74, 40, 25, 40, 38, 61, 38]",>,2130.0,2025-01-19 01:47:56.411309,87670,4,10,
19244,19245,1,4,"[29, 56, 37, 20, 51, 64, 61, 34]",>,1126.0,2025-01-19 01:48:04.336697,87670,6,10,
19245,19246,1,5,"[47, 42, 84, 61, 53, 28, 57, 52]",<,2805.0,2025-01-19 01:48:13.859697,87670,5,10,
19246,19247,1,6,"[31, 37, 20, 48, 60, 55, 65, 60]",>,22714.0,2025-01-19 01:48:43.365030,87670,2,10,
19247,19248,1,7,"[18, 44, 63, 41, 15, 37, 39, 23]",>,11449.0,2025-01-19 01:49:02.318366,87670,1,10,
19248,19249,1,8,"[42, 5, 50, 35, 18, 25, 11, 14]",>,5745.0,2025-01-19 01:49:16.519831,87670,11,10,
19249,19250,1,9,"[91, 63, 80, 111, 69, 71, 89, 66]",>,1793.0,2025-01-19 01:49:29.224177,87670,3,10,
19250,19251,1,10,"[62, 60, 38, 21, 29, 45, 51, 22]",>,2516.0,2025-01-19 01:49:40.866143,87670,6,10,
19251,19252,1,11,"[84, 47, 72, 47, 45, 45, 45, 39]",>,1531.0,2025-01-19 01:49:49.281508,87670,10,10,
19252,19253,1,12,"[76, 81, 84, 76, 38, 81, 73, 91]",>,1603.0,2025-01-19 01:50:03.953057,87670,0,10,
19253,19254,1,13,"[40, 1, 31, 27, 12, 11, 15, 23]",<,7955.0,2025-01-19 01:50:29.149248,87670,1,10,
19254,19255,1,14,"[11, 47, 14, 21, 9, 49, 16, 33]",<,1478.0,2025-01-19 01:50:38.166902,87670,8,10,
19255,19256,1,15,"[75, 77, 76, 57, 46, 36, 61, 44]",>,4190.0,2025-01-19 01:50:49.331244,87670,9,10,
19256,19257,1,16,"[55, 53, 99, 60, 61, 62, 78, 52]",>,1117.0,2025-01-19 01:50:57.260204,87670,2,10,
19257,19258,1,17,"[55, 43, 28, 47, 25, 4, 35, 43]",<,921.0,2025-01-19 01:51:05.282615,87670,7,10,
19258,19259,1,18,"[58, 30, 60, 61, 48, 86, 47, 58]",>,978.0,2025-01-19 01:51:12.935245,87670,10,10,
19259,19260,1,19,"[88, 88, 87, 82, 86, 47, 64, 58]",>,795.0,2025-01-19 01:51:20.520945,87670,0,10,
19260,19261,1,20,"[21, 9, 48, 2, 30, 15, 3, 32]",<,848.0,2025-01-19 01:51:27.966854,87670,7,10,
19261,19262,1,21,"[42, 57, 62, 81, 33, 74, 51, 48]",>,1433.0,2025-01-19 01:51:39.419096,87670,9,10,
19262,19263,1,22,"[79, 64, 58, 75, 60, 57, 37, 90]",<,6952.0,2025-01-19 01:51:53.500058,87670,3,10,
19263,19264,1,23,"[61, 25, 19, 50, 45, 27, 60, 41]",<,978.0,2025-01-19 01:52:01.300803,87670,11,10,
19264,19265,1,24,"[82, 54, 85, 65, 102, 91, 92, 69]",<,17888.0,2025-01-19 01:52:26.556326,87670,8,10,
19265,19266,1,25,"[59, 57, 60, 44, 54, 95, 44, 59]",>,835.0,2025-01-19 01:52:33.987362,87670,7,10,
19266,19267,1,26,"[36, 65, 73, 52, 45, 66, 36, 75]",>,478.0,2025-01-19 01:52:41.081311,87670,7,10,
19267,19268,1,27,"[58, 54, 87, 39, 39, 68, 57, 46]",>,542.0,2025-01-19 01:52:48.303959,87670,7,10,
19268,19269,1,28,"[30, 52, 44, 77, 44, 66, 71, 64]",>,722.0,2025-01-19 01:52:56.099976,87670,7,10,
19269,19270,1,29,"[68, 71, 24, 55, 61, 47, 72, 50]",>,412.0,2025-01-19 01:53:03.109045,87670,7,10,
19270,19271,1,30,"[79, 55, 51, 55, 80, 52, 39, 37]",>,473.0,2025-01-19 01:53:10.323608,87670,5,10,
19271,19272,1,31,"[56, 39, 74, 49, 34, 62, 30, 32]",<,856.0,2025-01-19 01:53:17.615619,87670,8,10,
19272,19273,1,32,"[46, 77, 52, 67, 38, 72, 43, 77]",>,519.0,2025-01-19 01:53:24.764591,87670,8,10,
19273,19274,1,33,"[55, 87, 63, 70, 67, 38, 51, 41]",>,2520.0,2025-01-19 01:53:33.900752,87670,2,10,
19274,19275,1,2,"[63, 32, 43, 35, 66, 53, 39, 21]",>,2185.0,2025-01-19 01:54:00.756517,869168,5,20,
19275,19276,1,3,"[21, 40, 68, 67, 43, 33, 53, 51]",<,4400.0,2025-01-19 01:54:25.703246,869168,4,20,
19276,19277,1,4,"[52, 33, 58, 44, 14, 46, 66, 39]",<,1465.0,2025-01-19 01:54:35.977287,869168,6,20,
19277,19278,1,5,"[32, 35, 45, 61, 53, 66, 52, 80]",>,1465.0,2025-01-19 01:54:44.211160,869168,5,20,
19278,19279,1,6,"[44, 67, 32, 55, 59, 63, 30, 26]",>,1432.0,2025-01-19 01:54:52.983022,869168,2,20,
19279,19280,1,7,"[38, 38, 57, 40, 1, 40, 26, 40]",<,865.0,2025-01-19 01:55:01.086740,869168,1,20,
19280,19281,1,8,"[33, 44, 7, 44, 32, 25, 12, 3]",<,716.0,2025-01-19 01:55:08.784192,869168,11,20,
19281,19282,1,9,"[86, 101, 74, 80, 91, 50, 90, 68]",>,915.0,2025-01-19 01:55:16.519146,869168,3,20,
19282,19283,1,10,"[48, 48, 14, 51, 58, 28, 26, 55]",<,729.0,2025-01-19 01:55:24.032613,869168,6,20,
19283,19284,1,11,"[80, 64, 39, 46, 32, 67, 51, 45]",>,2651.0,2025-01-19 01:55:34.773614,869168,10,20,
19284,19285,1,12,"[65, 63, 66, 107, 80, 63, 68, 88]",>,865.0,2025-01-19 01:55:43.169364,869168,0,20,
19285,19286,1,13,"[31, 38, 20, 1, 15, 1, 19, 35]",<,815.0,2025-01-19 01:55:50.743100,869168,1,20,
19286,19287,1,14,"[16, 17, 23, 32, 17, 20, 14, 61]",<,4417.0,2025-01-19 01:56:03.027514,869168,8,20,
19287,19288,1,15,"[71, 46, 72, 53, 35, 84, 62, 49]",>,582.0,2025-01-19 01:56:11.016340,869168,9,20,
19288,19289,1,16,"[61, 91, 82, 46, 62, 54, 50, 74]",>,818.0,2025-01-19 01:56:21.557034,869168,2,20,
19289,19290,1,17,"[30, 34, 40, 4, 34, 29, 51, 58]",<,799.0,2025-01-19 01:56:30.881628,869168,7,20,
19290,19291,1,18,"[49, 43, 71, 60, 78, 30, 68, 49]",>,1614.0,2025-01-19 01:56:54.031395,869168,10,20,
19291,19292,1,19,"[95, 60, 60, 71, 80, 81, 98, 55]",>,813.0,2025-01-19 01:57:12.652515,869168,0,20,
19292,19293,1,20,"[27, 14, 2, 10, 35, 40, 34, 0]",<,1317.0,2025-01-19 01:57:26.999247,869168,7,20,
19293,19294,1,21,"[51, 39, 70, 57, 83, 32, 60, 56]",>,800.0,2025-01-19 01:57:43.174810,869168,9,20,
19294,19295,1,22,"[65, 66, 39, 82, 76, 45, 65, 82]",>,951.0,2025-01-19 01:57:51.571813,869168,3,20,
19295,19296,1,23,"[42, 25, 48, 26, 48, 21, 67, 51]",<,631.0,2025-01-19 01:58:02.124750,869168,11,20,
19296,19297,1,24,"[34, 44, 22, 46, 74, 56, 44, 32]",>,882.0,2025-01-19 01:58:45.039355,869168,8,20,
19297,19298,1,25,"[51, 96, 49, 57, 55, 59, 43, 62]",>,833.0,2025-01-19 01:58:52.709359,869168,10,20,
19298,19299,1,26,"[77, 89, 86, 82, 48, 89, 52, 77]",>,915.0,2025-01-19 01:59:01.619309,869168,10,20,
19299,19300,1,27,"[57, 82, 88, 80, 65, 88, 91, 49]",>,1649.0,2025-01-19 01:59:10.321793,869168,8,20,
19300,19301,1,28,"[50, 84, 64, 71, 53, 30, 62, 58]",>,504.0,2025-01-19 02:00:08.959695,869168,9,20,
19301,19302,1,29,"[61, 71, 76, 51, 51, 45, 73, 92]",>,782.0,2025-01-19 02:00:17.608491,869168,11,20,
19302,19303,1,30,"[68, 98, 88, 62, 100, 65, 93, 66]",>,1030.0,2025-01-19 02:00:25.377377,869168,4,20,
19303,19304,1,31,"[20, 61, 46, 54, 28, 62, 50, 31]",<,833.0,2025-01-19 02:00:34.078747,869168,3,20,
19304,19305,1,32,"[15, 39, 37, 58, 49, 44, 24, 62]",<,882.0,2025-01-19 02:00:41.612237,869168,6,20,
19305,19306,1,33,"[42, 37, 78, 43, 49, 47, 50, 78]",<,1367.0,2025-01-19 02:00:49.975249,869168,5,20,
19306,19307,1,34,"[35, 41, 58, 52, 28, 79, 39, 44]",<,1334.0,2025-01-19 02:00:58.229906,869168,0,20,
19307,19308,1,35,"[27, 20, 21, 18, 36, 25, 1, 12]",<,848.0,2025-01-19 02:01:08.813995,869168,9,20,
19308,19309,1,36,"[47, 62, 93, 82, 65, 62, 63, 46]",>,1131.0,2025-01-19 02:01:17.703264,869168,4,20,
19309,19310,1,37,"[45, 14, 43, 63, 66, 43, 38, 40]",<,2764.0,2025-01-19 02:01:27.197370,869168,7,20,
19310,19311,1,38,"[76, 54, 66, 47, 62, 22, 59, 62]",>,948.0,2025-01-19 02:04:34.751822,869168,2,20,
19311,19312,1,39,"[37, 15, 17, 38, 35, 28, 43, 67]",<,930.0,2025-01-19 02:04:42.675179,869168,4,20,
19312,19313,1,40,"[64, 28, 39, 51, 37, 71, 31, 31]",<,1184.0,2025-01-19 02:04:51.949633,869168,5,20,
19313,19314,1,41,"[37, 47, 48, 61, 62, 45, 14, 62]",>,516.0,2025-01-19 02:07:30.562618,869168,10,20,
19314,19315,1,42,"[60, 65, 77, 108, 61, 65, 86, 78]",>,881.0,2025-01-19 02:07:39.843985,869168,9,20,
19315,19316,1,43,"[49, 76, 64, 48, 86, 58, 88, 51]",>,863.0,2025-01-19 02:07:47.420607,869168,4,20,
19316,19317,1,44,"[40, 44, 27, 20, 54, 51, 71, 45]",<,792.0,2025-01-19 02:07:54.933675,869168,2,20,
19317,19318,1,45,"[58, 11, 51, 16, 34, 41, 29, 40]",<,864.0,2025-01-19 02:08:03.632877,869168,7,20,
19318,19319,1,46,"[55, 48, 69, 63, 28, 48, 82, 55]",>,998.0,2025-01-19 02:08:11.105083,869168,1,20,
19319,19320,1,47,"[13, 16, 41, 32, 31, 16, 50, 1]",<,1018.0,2025-01-19 02:08:18.596957,869168,7,20,
19320,19321,1,48,"[65, 65, 73, 24, 60, 46, 48, 67]",>,1114.0,2025-01-19 02:08:36.662559,869168,6,20,
19321,19322,1,49,"[58, 48, 86, 54, 55, 29, 52, 42]",>,967.0,2025-01-19 02:08:44.185807,869168,8,20,
19322,19323,1,50,"[46, 65, 39, 76, 52, 50, 58, 86]",>,1065.0,2025-01-19 02:08:51.861394,869168,7,20,
19323,19324,1,51,"[48, 46, 44, 37, 60, 88, 62, 63]",>,1215.0,2025-01-19 02:08:59.545177,869168,4,20,
19324,19325,1,52,"[54, 58, 58, 52, 37, 13, 30, 50]",<,1250.0,2025-01-19 02:09:07.362360,869168,6,20,
19325,19326,1,53,"[74, 33, 59, 66, 37, 35, 66, 54]",>,1264.0,2025-01-19 02:09:15.315068,869168,7,20,
19326,19327,1,54,"[58, 83, 48, 71, 48, 30, 56, 54]",>,1159.0,2025-01-19 02:11:52.260615,869168,2,20,
19327,19328,1,55,"[35, 37, 29, 43, 16, 63, 44, 13]",<,1066.0,2025-01-19 02:12:00.051440,869168,9,20,
19328,19329,1,56,"[74, 57, 73, 37, 59, 69, 92, 59]",>,448.0,2025-01-19 02:12:07.025466,869168,6,20,
19329,19330,1,57,"[51, 75, 41, 58, 24, 62, 48, 65]",>,566.0,2025-01-19 02:12:14.052976,869168,5,20,
19330,19331,1,58,"[53, 54, 40, 39, 14, 68, 55, 53]",>,1285.0,2025-01-19 02:12:21.742312,869168,7,20,
19331,19332,1,59,"[45, 47, 54, 39, 68, 67, 85, 43]",>,547.0,2025-01-19 02:12:28.641170,869168,10,20,
19332,19333,1,60,"[17, 50, 43, 54, 42, 41, 33, 72]",>,1643.0,2025-01-19 02:13:24.439787,869168,6,20,
19333,19334,1,2,"[53, 57, 32, 61, 19, 25, 51, 54]",>,32819.0,2025-01-19 02:13:45.373597,137069,5,10,
19334,19335,1,3,"[59, 39, 62, 70, 33, 41, 50, 22]",>,9847.0,2025-01-19 02:14:05.540998,137069,4,10,
19335,19336,1,4,"[49, 39, 49, 19, 61, 56, 22, 57]",<,1109.0,2025-01-19 02:14:14.145242,137069,6,10,
19336,19337,1,5,"[62, 53, 29, 33, 53, 76, 67, 51]",<,1425.0,2025-01-19 02:14:22.543658,137069,5,10,
19337,19338,1,61,"[53, 65, 63, 26, 44, 60, 75, 38]",>,481.0,2025-01-19 02:14:30.622880,869168,11,20,
19338,19339,1,62,"[45, 73, 90, 77, 86, 80, 96, 93]",>,550.0,2025-01-19 02:14:37.779468,869168,4,20,
19339,19340,1,63,"[34, 41, 38, 57, 42, 74, 45, 21]",<,531.0,2025-01-19 02:14:45.152482,869168,5,20,
19340,19341,1,64,"[67, 30, 29, 34, 70, 46, 46, 54]",<,581.0,2025-01-19 02:14:52.208000,869168,6,20,
19341,19342,1,6,"[55, 23, 54, 33, 36, 74, 55, 46]",<,9712.0,2025-01-19 02:14:53.257455,137069,2,10,
19342,19343,1,65,"[45, 68, 64, 25, 41, 47, 70, 64]",>,547.0,2025-01-19 02:14:59.279816,869168,9,20,
19343,19344,1,7,"[61, 26, 30, 13, 40, 43, 48, 19]",<,519.0,2025-01-19 02:15:00.707755,137069,1,10,
19344,19345,1,66,"[51, 83, 87, 81, 47, 58, 58, 55]",>,499.0,2025-01-19 02:15:06.222896,869168,2,20,
19345,19346,1,8,"[1, 27, 14, 15, 52, 21, 31, 39]",<,493.0,2025-01-19 02:15:07.899271,137069,11,10,
19346,19347,1,9,"[82, 87, 80, 65, 64, 90, 63, 109]",>,457.0,2025-01-19 02:15:15.068559,137069,3,10,
19347,19348,1,10,"[22, 26, 56, 71, 40, 43, 39, 31]",<,484.0,2025-01-19 02:15:22.343810,137069,6,10,
19348,19349,1,67,"[9, 57, 39, 14, 40, 47, 40, 34]",<,414.0,2025-01-19 02:15:31.227519,869168,6,20,
19349,19350,1,11,"[52, 37, 55, 52, 51, 54, 88, 35]",<,775.0,2025-01-19 02:15:33.064776,137069,10,10,
19350,19351,1,68,"[38, 72, 34, 59, 74, 52, 36, 59]",>,432.0,2025-01-19 02:15:38.302051,869168,8,20,
19351,19352,1,69,"[79, 78, 47, 51, 43, 68, 39, 67]",>,451.0,2025-01-19 02:15:46.292181,869168,11,20,
19352,19353,1,70,"[63, 77, 70, 94, 76, 66, 111, 83]",>,431.0,2025-01-19 02:15:53.240724,869168,8,20,
19353,19354,1,71,"[33, 56, 70, 37, 67, 78, 65, 66]",>,448.0,2025-01-19 02:16:00.019410,869168,0,20,
19354,19355,1,72,"[9, 27, 6, 49, 36, 12, 18, 3]",<,631.0,2025-01-19 02:16:08.290860,869168,6,20,
19355,19356,1,73,"[35, 48, 27, 63, 58, 60, 78, 55]",<,781.0,2025-01-19 02:16:15.678903,869168,11,20,
19356,19357,1,74,"[66, 74, 62, 90, 98, 87, 101, 62]",>,415.0,2025-01-19 02:16:31.027666,869168,3,20,
